Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Hefe Weizen Dunkel,584,1083,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Ruppaner-Brauerei,Hoheneggstrae 41-51,Konstanz,Baden-Wrttemberg,Germany,"47.6855,9.208","",47.6855,9.208,0,0,"Name: Hefe Weizen Dunkel, Brewery: Ruppaner-Brauerei, ABV: 0, IBU: 0",Name: Hefe Weizen Dunkel,ABV: 0,IBU: 0
Russian Imperial Stout,838,1263,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Thunderhead Brewery,18 East 21st Street,Kearney,Nebraska,United States,"40.6966,-99.0815","",40.6966,-99.0815,0,0,"Name: Russian Imperial Stout, Brewery: Thunderhead Brewery, ABV: 0, IBU: 0",Name: Russian Imperial Stout,ABV: 0,IBU: 0
Weisse Beer,3382,912,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Niagara Falls Brewing,6863 Lundy's Lane,Niagara Falls,Ontario,Canada,"43.0893,-79.11","",43.0893,-79.11,0,0,"Name: Weisse Beer, Brewery: Niagara Falls Brewing, ABV: 0, IBU: 0",Name: Weisse Beer,ABV: 0,IBU: 0
Peregrine Pale Ale,3689,847,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Mendocino Brewing - Hopland,13351 Highway 101,Hopland,California,United States,"38.9734,-123.116","",38.9734,-123.116,0,0,"Name: Peregrine Pale Ale, Brewery: Mendocino Brewing - Hopland, ABV: 0, IBU: 0",Name: Peregrine Pale Ale,ABV: 0,IBU: 0
Budweiser,3783,44,8,96,5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Light Lager,North American Lager,Anheuser-Busch,One Busch Place,Saint Louis,Missouri,United States,"38.5983,-90.209",http://www.anheuser-busch.com/,38.5983,-90.209,0,5,"Name: Budweiser, Brewery: Anheuser-Busch, ABV: 5, IBU: 0",Name: Budweiser,ABV: 5,IBU: 0
Hoppy Trails India Pale Ale,3794,45,3,31,6.1999998093,0,0,0,"","This IPA is an exciting beer with a floral in aroma and an incredible hop flavor. The maltiness is increased (over a regular pale ale) to help balance the aggressive hop usage. This contributes to the higher alcohol content as well. 

When India was part of the British Empire, pale ale shipped to the troops would often spoil due to the rough voyage and temperature extremes. The brewers had a theory that if they loaded the beer with extra hops, the hops would preserve the beer. Of course, this added significantly to the beerâ€™s flavor and aroma. When the troops returned to Britain, they had become """"""""hop-heads"""""""", appreciating the beauty of the hop """"""""over-influence"""""""". Regular pale ale was simply not enough anymore! A new beer style, India Pale Ale, had been created: an aggressively hoppy and now quite happy to be home pale ale.",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Appalachian Brewing Company,50 N. Cameron St.,Harrisburg,Pennsylvania,United States,"40.2659,-76.8753",http://www.abcbrew.com,40.2659,-76.8753,0,6.2,"Name: Hoppy Trails India Pale Ale, Brewery: Appalachian Brewing Company, ABV: 6.2, IBU: 0",Name: Hoppy Trails India Pale Ale,ABV: 6.2,IBU: 0
Thomas Jefferson's Tavern Ale,4977,1383,-1,-1,8,0,0,0,"","All beers are not created equal.


While Thomas Jefferson spent much of his time in Philadelphia drafting, editing, revising, and re-editing the Declaration of Independence, he longed to be home in Monticello, where twice a year his wife Martha would brew up one of his favorite beverages â€” beer.


Thomas Jefferson Tavern Aleâ„¢ is a strong golden ale, based on Jefferson's original recipe, which included ingredients specified and grown on his Virginia estate.


Enjoy a taste of history, courtesy of Yards Brewing Company, Philadelphia's premier brewer and bottler.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Yards Brewing,2439 Amber Street,Philadelphia,Pennsylvania,United States,"39.9831,-75.1274","",39.9831,-75.1274,0,8,"Name: Thomas Jefferson's Tavern Ale, Brewery: Yards Brewing, ABV: 8, IBU: 0",Name: Thomas Jefferson's Tavern Ale,ABV: 8,IBU: 0
Rahr's Summertime Wheat,5031,1038,4,50,5.5,0,0,0,"","There is nothing more refreshing than a cold SUMMERTIME WHEAT at the end of a hot Texas day. This refreshing, lightly hopped ale has unique banana and clove-like characteristics. It is unfiltered so the yeast character comes through with a light but full body.",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Rahr & Sons Brewing Company,701 Galveston Ave,Fortworth,Texas,United States,"32.7366,-97.3274",http://www.rahrbrewery.com/,32.7366,-97.3274,0,5.5,"Name: Rahr's Summertime Wheat, Brewery: Rahr & Sons Brewing Company, ABV: 5.5, IBU: 0",Name: Rahr's Summertime Wheat,ABV: 5.5,IBU: 0
Brewhouse Lager,5254,1090,8,95,4.5,0,0,0,"",A light all malt lager with delicate hop finish.,0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Sacramento Brewing Company,2713 El Paseo Lane,Sacramento,California,United States,"38.6191,-121.4",http://sacbrew.blogspot.com/,38.6191,-121.4,0,4.5,"Name: Brewhouse Lager, Brewery: Sacramento Brewing Company, ABV: 4.5, IBU: 0",Name: Brewhouse Lager,ABV: 4.5,IBU: 0
Thoms Special Ale,5364,1250,3,33,6.25,0,0,0,"","This deep copper colored Ale is named after Steve's homebrew buddy Thom Phillips, who has had a part in helping to formulate some of the final Ale recipes at the Livery. Hints of caramel make their way through the aromatic bitterness of Centennial hops.",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,The Livery,190 5th Street,Benton Harbor,Michigan,United States,"42.1185,-86.4537",http://liverybrew.com/,42.1185,-86.4537,0,6.25,"Name: Thoms Special Ale, Brewery: The Livery, ABV: 6.25, IBU: 0",Name: Thoms Special Ale,ABV: 6.25,IBU: 0
Duck-Rabbit Brown Ale,5443,469,3,38,5.5999999046,0,0,0,"",The Duck-Rabbit Brown Ale is an American brown ale brewed with loads of hops from start to finish (itâ€™s hoppy and beautifully bitter). Amarillo hops in the boil provide a spicy citrusy bitterness. Saaz dry hops in the fermentor provide a refined flowery aroma. These hops are supported by a grain bill of seven varieties of malt. Oh yeah!,0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Duck-Rabbit Craft Brewery,4519 W. Pine Street,Farmville,North Carolina,United States,"35.6003,-77.5971",http://www.duckrabbitbrewery.com/,35.6003,-77.5971,0,5.6,"Name: Duck-Rabbit Brown Ale, Brewery: Duck-Rabbit Craft Brewery, ABV: 5.6, IBU: 0",Name: Duck-Rabbit Brown Ale,ABV: 5.6,IBU: 0
Tactical Nuclear Penguin,5713,241,3,43,32,0,0,0,"","This is the worlds strongest ever beer, ever (yes ever).


No Penguins  were harmed in the making of this beer; some humans did get very, very cold though. It was worth it.


The Antarctic name, inducing schizophrenia, of this Å¸ber-imperial stout originates from the amount of time it spent exposed to extreme cold. This beer was initially double barrel aged for 14 months; maturing in the deep, rich oak of Scottish whisky casks. After this epic maturation the beer was then frozen, then frozen again, then frozen again.


This is an extremely strong beer, it should be enjoyed in small servings and with an air of aristocratic nonchalance. In exactly the same manner that you would enjoy a fine whisky, a Frank Zappa album or a visit from a friendly yet anxious ghost.",0,2010-07-22T16:00:00-04:00,American-Style Imperial Stout,North American Ale,BrewDog Ltd,AB43 8UE,Fraserburgh,"",United Kingdom,"57.683,-2.003",http://brewdog.com/,57.683,-2.003,0,32,"Name: Tactical Nuclear Penguin, Brewery: BrewDog Ltd, ABV: 32, IBU: 0",Name: Tactical Nuclear Penguin,ABV: 32,IBU: 0
Indian Red Ale,987,1011,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Porterhouse Restaurant and Brewpub,5775 Lower Mountain Road,Lahaska,Pennsylvania,United States,"40.3341,-75.012","",40.3341,-75.012,0,0,"Name: Indian Red Ale, Brewery: Porterhouse Restaurant and Brewpub, ABV: 0, IBU: 0",Name: Indian Red Ale,ABV: 0,IBU: 0
Starfire Pale Ale,1053,527,3,26,6.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,"Fitger's Brewhouse, Brewery and Grill",600 East Superior Street,Duluth,Minnesota,United States,"46.7926,-92.0909","",46.7926,-92.0909,0,6.2,"Name: Starfire Pale Ale, Brewery: Fitger's Brewhouse, Brewery and Grill, ABV: 6.2, IBU: 0",Name: Starfire Pale Ale,ABV: 6.2,IBU: 0
Grantville Gold,1249,1100,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,San Diego Brewing,10450-L Friars Road,San Diego,California,United States,"32.7922,-117.099","",32.7922,-117.099,0,0,"Name: Grantville Gold, Brewery: San Diego Brewing, ABV: 0, IBU: 0",Name: Grantville Gold,ABV: 0,IBU: 0
Tripel Krullekop,1299,432,-1,-1,9.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,De Proef Brouwerij,Doornzelestraat 20,Lochristi-Hijfte,Oost-Vlaanderen,Belgium,"51.1159,3.8158","",51.1159,3.8158,0,9.8,"Name: Tripel Krullekop, Brewery: De Proef Brouwerij, ABV: 9.8, IBU: 0",Name: Tripel Krullekop,ABV: 9.8,IBU: 0
Old Knucklehead 2003,1356,255,-1,-1,9.1000003815,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,BridgePort Brewing,1313 NW Marshall Street,Portland,Oregon,United States,"45.5311,-122.685",http://www.bridgeportbrew.com/,45.5311,-122.685,0,9.1,"Name: Old Knucklehead 2003, Brewery: BridgePort Brewing, ABV: 9.1, IBU: 0",Name: Old Knucklehead 2003,ABV: 9.1,IBU: 0
Dark Star,1463,90,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,"BBC Brewing Co., LLC",636 East Main Street,Louisville,Kentucky,United States,"38.2546,-85.7401",http://www.bluegrassbrew.com,38.2546,-85.7401,0,0,"Name: Dark Star, Brewery: BBC Brewing Co., LLC, ABV: 0, IBU: 0",Name: Dark Star,ABV: 0,IBU: 0
Big Bear Black Stout,1557,94,3,43,8.1000003815,0,0,0,"","Big Bear, as the name implies, is a hefty, black, Russian Imperial-style stout. This bold stout boasts a rich, caramel sweetness lavished by a robust, deep-roasted heartiness you can sink your teeth into. ...Big Bear's bold flavors are produced using a blend of Belgian and English roasted barley and crystal malts. Some unique flavors come forth in the malt character. ...Louisiana sweet molasses and dark brown sugar. This dark brew is well hopped with Chinook and Cascade hops, which are somewhat, masked by the malt. This is a balanced bold brew boasting an A.V.B. of 8.1% that can creep up on you, """"""""so don't get mauled"""""""". It has a dry roasted quality that masks its' high alchohol content, so drink responsibly. 2004 California State Fair, Silver Medal Winner; 2002 World Beer Cup, Gold Medal Winner; 

2002 Annual Bistro Beer Festival, Hayward, Gold Medal Winner; 2001 North American Brewers' Award, Honorable Mention - og 1.076, ABV 8.1%, IBU 68.",0,2010-07-22T16:00:00-04:00,American-Style Imperial Stout,North American Ale,Bear Republic Brewery,345 Healdsburg Avenue,Healdsburg,California,United States,"38.6112,-122.871",http://www.bearrepublic.com/,38.6112,-122.871,0,8.1,"Name: Big Bear Black Stout, Brewery: Bear Republic Brewery, ABV: 8.1, IBU: 0",Name: Big Bear Black Stout,ABV: 8.1,IBU: 0
Steam,1595,413,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Crescent City Brewhouse,527 Decatur Street,New Orleans,Louisiana,United States,"29.9558,-90.0641","",29.9558,-90.0641,0,0,"Name: Steam, Brewery: Crescent City Brewhouse, ABV: 0, IBU: 0",Name: Steam,ABV: 0,IBU: 0
Winter Solstice Seasonal Ale 2002,1831,41,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Anderson Valley Brewing,17700 Boonville Rd,Boonville,California,United States,"39.0014,-123.356",http://avbc.com/,39.0014,-123.356,0,0,"Name: Winter Solstice Seasonal Ale 2002, Brewery: Anderson Valley Brewing, ABV: 0, IBU: 0",Name: Winter Solstice Seasonal Ale 2002,ABV: 0,IBU: 0
Stout,1877,734,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Keg Microbrewery & Restaurant,"",Stevens Point,Wisconsin,United States,"44.5236,-89.5746","",44.5236,-89.5746,0,0,"Name: Stout, Brewery: Keg Microbrewery & Restaurant, ABV: 0, IBU: 0",Name: Stout,ABV: 0,IBU: 0
Hefeweizen,1891,1314,4,50,4.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Upper Mississippi Brewing,"",Clinton,Iowa,United States,"41.8445,-90.1887","",41.8445,-90.1887,0,4.2,"Name: Hefeweizen, Brewery: Upper Mississippi Brewing, ABV: 4.2, IBU: 0",Name: Hefeweizen,ABV: 4.2,IBU: 0
Star of India India Pale Ale,1930,1133,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Sherlock's Home,"",Minnetonka,Minnesota,United States,"44.9133,-93.5033","",44.9133,-93.5033,0,0,"Name: Star of India India Pale Ale, Brewery: Sherlock's Home, ABV: 0, IBU: 0",Name: Star of India India Pale Ale,ABV: 0,IBU: 0
Ripon Jewel Ale,393,425,3,26,5.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Daleside Brewery,Camwal Road,Harrogate,North Yorkshire,United Kingdom,"53.9999,-1.501","",53.9999,-1.501,0,5.8,"Name: Ripon Jewel Ale, Brewery: Daleside Brewery, ABV: 5.8, IBU: 0",Name: Ripon Jewel Ale,ABV: 5.8,IBU: 0
Altbier,539,1198,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Steinfels Back & Brau,"",Zrich,"",Switzerland,"47.369,8.538","",47.369,8.538,0,0,"Name: Altbier, Brewery: Steinfels Back & Brau, ABV: 0, IBU: 0",Name: Altbier,ABV: 0,IBU: 0
I.M. Pale,713,842,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,McMenamins Mill Creek,13300 Bothell-Everett Highway #304,Mill Creek,Washington,United States,"47.8774,-122.211","",47.8774,-122.211,0,0,"Name: I.M. Pale, Brewery: McMenamins Mill Creek, ABV: 0, IBU: 0",Name: I.M. Pale,ABV: 0,IBU: 0
Spruce Ale,880,1143,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Siletz Roadhouse & Brewery,243 North Gaither Street,Siletz,Oregon,United States,"44.722,-123.918","",44.722,-123.918,0,0,"Name: Spruce Ale, Brewery: Siletz Roadhouse & Brewery, ABV: 0, IBU: 0",Name: Spruce Ale,ABV: 0,IBU: 0
Zatte Amsterdamse Tripel,906,261,-1,-1,8,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brouwerij 't IJ,Funenkade 7,Amsterdam,"",Netherlands,"52.3666,4.9263","",52.3666,4.9263,0,8,"Name: Zatte Amsterdamse Tripel, Brewery: Brouwerij 't IJ, ABV: 8, IBU: 0",Name: Zatte Amsterdamse Tripel,ABV: 8,IBU: 0
Bourbon County Stout 2007,65,586,-1,-1,13,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,Chicago,Illinois,United States,"41.8871,-87.6721","",41.8871,-87.6721,0,13,"Name: Bourbon County Stout 2007, Brewery: Goose Island Beer Company - Fulton Street, ABV: 13, IBU: 0",Name: Bourbon County Stout 2007,ABV: 13,IBU: 0
Saison Vielle Provision,131,189,-1,-1,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brasserie Dupont,Rue Basse 5,Tourpes,Hainaut,Belgium,"50.5718,3.6508","",50.5718,3.6508,0,6.5,"Name: Saison Vielle Provision, Brewery: Brasserie Dupont, ABV: 6.5, IBU: 0",Name: Saison Vielle Provision,ABV: 6.5,IBU: 0
Biere de Mars,157,723,1,13,7,0,0,0,"",A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warmer weather.,0,2010-07-22T16:00:00-04:00,Old Ale,British Ale,Jolly Pumpkin Artisan Ales,3115 Broad Street,Dexter,Michigan,United States,"42.3375,-83.8895",http://www.jollypumpkin.com,42.3375,-83.8895,0,7,"Name: Biere de Mars, Brewery: Jolly Pumpkin Artisan Ales, ABV: 7, IBU: 0",Name: Biere de Mars,ABV: 7,IBU: 0
Old Bawdy 2006,183,984,-1,-1,10,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Pike Pub and Brewery,1415 First Avenue,Seattle,Washington,United States,"47.6081,-122.34","",47.6081,-122.34,0,10,"Name: Old Bawdy 2006, Brewery: Pike Pub and Brewery, ABV: 10, IBU: 0",Name: Old Bawdy 2006,ABV: 10,IBU: 0
Porter,291,1074,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Roost Brewery,200 East Campbell Avenue,Campbell,California,United States,"37.2869,-121.946","",37.2869,-121.946,0,0,"Name: Porter, Brewery: Roost Brewery, ABV: 0, IBU: 0",Name: Porter,ABV: 0,IBU: 0
Irish Red Ale,4152,339,2,22,5.1999998093,0,0,0,"","Just in time for St. Patrickâ€™s day, this Irish style red ale definitely has a big malt profile.  This beer is the antithesis of our Amber Waves ale.  It has a low hop bitterness and aroma, this allows the caramel malt flavors to dominate.  It has a medium body, and is very easy going down.",0,2010-07-22T16:00:00-04:00,Irish-Style Red Ale,Irish Ale,Capital City Brewing Company,"1100 New York Ave, NW",Washington,District of Columbia,United States,"38.8999,-77.0272",http://www.capcitybrew.com,38.8999,-77.0272,0,5.2,"Name: Irish Red Ale, Brewery: Capital City Brewing Company, ABV: 5.2, IBU: 0",Name: Irish Red Ale,ABV: 5.2,IBU: 0
Copper Head Ale,4239,544,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Fordham Brewing,"95 Cathedral Street, Suite 200",Annapolis,Maryland,United States,"38.9773,-76.4948",http://www.ramsheadtavern.com/,38.9773,-76.4948,0,0,"Name: Copper Head Ale, Brewery: Fordham Brewing, ABV: 0, IBU: 0",Name: Copper Head Ale,ABV: 0,IBU: 0
Grolsch Dunkel Weizen,4244,616,11,116,5.5,0,0,0,"",Grolsch Dunkel Weizen is the darker version of Grolsch Premium Weizen.,0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Grolsche Bierbrouwerij,Brouwerslaan 1,Enschede,Overijssel,Netherlands,"52.2081,6.8163",http://www.grolsch.com,52.2081,6.8163,0,5.5,"Name: Grolsch Dunkel Weizen, Brewery: Grolsche Bierbrouwerij, ABV: 5.5, IBU: 0",Name: Grolsch Dunkel Weizen,ABV: 5.5,IBU: 0
Beewolf Braggot,4638,459,-1,-1,7,0,0,0,"","This is a hybrid of ale and mead made with 51% malted barley (Pale and Munich malted barley) and 49% Orange blossom honey, it is lightly hopped, spiced with Hibiscus flowers and fermented with Australian ale yeast.


Our Milton, DE microbrewery brewer Jon Talkington came up with this beer because of his love of different kinds of meads and his interest in Nordic lore and mythology.  The name Beewolf is the name Beowulf translated, meaning bear.

 

Color- light amber.

Aroma- Pear like fruitiness, with a clean malt and floral honey nose.

Flavor- sweet malt and honey with a subtle fruitiness and a hint of caramel.

ABV 7.0%

IBU's 25


Due to the limited availability of Beewolf Braggot, we are sorry that we are not able to offer growlers to go.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Dogfish Head Craft Brewery,6 Cannery Village Center,Milton,Delaware,United States,"38.7683,-75.3107",http://www.dogfish.com,38.7683,-75.3107,0,7,"Name: Beewolf Braggot, Brewery: Dogfish Head Craft Brewery, ABV: 7, IBU: 0",Name: Beewolf Braggot,ABV: 7,IBU: 0
Bube's Stout,4640,314,3,42,0,0,0,0,"",This dark full bodied stout is perfect with a meal or as a meal. Rolled oats give this beer an enjoyable mouthfeel while chocolate and roasted malts lend to its distinctive flavor.,0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Bube's Brewery,102 North Market Street,Mount Joy,Pennsylvania,United States,"40.1119,-76.5031",http://www.bubesbrewery.com,40.1119,-76.5031,0,0,"Name: Bube's Stout, Brewery: Bube's Brewery, ABV: 0, IBU: 0",Name: Bube's Stout,ABV: 0,IBU: 0
Big Mac,4816,853,8,95,5,0,0,0,"","Made popular in the 19th century in Dortmunder, Germany, these pale golden lagers exhibit a classic clean character with notes of biscuity malts. Bitterness is akin to a German Pilsner with an aromatic aroma. Mouthfeel is firm and even, with an overall dry tone.",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Michigan Brewing,1093 Highview Drive,Webberville,Michigan,United States,"42.6616,-84.1946",http://www.michiganbrewing.com/,42.6616,-84.1946,0,5,"Name: Big Mac, Brewery: Michigan Brewing, ABV: 5, IBU: 0",Name: Big Mac,ABV: 5,IBU: 0
